thumb,fing1,fing2,fing3,fing4
89.9388681271896,124.90796611905904,128.14054783713078,122.58874336577564,105.34229919647663
92.64987857520376,128.87590930814028,133.5065541462291,129.0620006043607,110.47624178980746
91.43850392476902,126.38433447227548,130.24592124131948,125.32358118087753,107.83784122468327
95.4148835350125,133.5402561027947,138.07968713753664,131.4610208388783,112.8716084761797
92.02173656261873,126.64912159190051,130.31116606031887,124.19742348374221,108.81176406988355
92.91393867445294,136.69308687713507,141.79210133149166,136.5283853270081,114.5294721894762
91.96738552334735,126.53062870309307,129.46814279968643,124.10076550932311,109.20164833920778
94.86832980505137,139.71399357258383,142.86357128393507,133.843191832831,118.4229707446997
94.11163583744573,126.64912159190051,130.6981254647518,125.06398362438324,110.02272492535349
96.83491106000976,139.12943613772032,142.87407042567241,137.2953021774598,121.10326172320876
94.36630754670864,127.534309109353,131.46862743635836,125.78155667664477,110.76551810017412
96.26006440887103,139.0898989862312,142.30249470757707,136.79546776117988,118.27087553578015
95.60334722173695,128.79829191413992,132.9661611087573,126.58988901172162,111.22050170719426
99.32270636667126,139.11865439257238,143.17122615944868,136.97079980784227,119.21828718783037
95.2102935611481,128.9961239727768,131.24404748406687,124.95199078045935,109.00458705944443
96.79876032264049,137.05838172107534,142.6639407839276,133.33041663476493,115.20850663036997
96.40020746865642,127.63228431709588,127.13772060250254,115.69356075426151,102.23991392797629
101.83319694480774,131.48764200486676,124.80785231707178,109.65856099730654,97.73944955850733
94.02127418834527,124.82387592123551,114.63420083029322,87.64131445842195,84.2140130857092
88.09086218218096,126.4792473095883,70.00714249274856,64.89992295835181,68.15423684555495
92.65527507918802,124.78781991845197,98.08669634563088,62.36184731067546,65.03076195155643
72.11102550927978,133.29666162361306,57.201398584300364,45.254833995939045,48.25971404805462
92.69843580125827,124.66354719804824,59.481089431852205,34.48187929913333,48.0
77.07788269017254,134.61797799699713,56.61271941887264,44.04543109109048,41.72529209005013
91.21403400793103,124.90396310766124,46.06517122512408,26.92582403567252,31.144823004794873
86.55634003352961,134.6142637315972,55.90169943749474,43.86342439892262,36.87817782917155
89.62700485902673,123.1990259701756,38.48376280978771,25.317977802344327,29.614185789921695
89.30845424706443,133.7235955244997,55.97320787662612,41.773197148410844,34.058772731852805
88.86506625215557,123.25988804148737,35.34119409414458,25.179356624028344,28.861739379323623
88.20430828479978,132.82319074619463,56.08029957123981,40.607881008493905,33.28663395418648
88.09086218218096,123.06502346320826,32.69556544854363,24.08318915758459,27.51363298439521
91.58602513484249,135.6502856613284,53.075418038862395,38.28837943815329,31.622776601683793
87.96590248499699,122.01639234135715,29.154759474226502,22.0,26.0
94.57801012920498,138.00362314084367,51.088159097779204,37.013511046643494,28.0178514522438
89.49860334105779,124.0,30.083217912982647,22.0,26.92582403567252
95.0,140.38874598770374,51.22499389946279,39.20459156782532,31.064449134018133
89.02246907382428,123.03657992645927,27.51363298439521,20.024984394500787,24.596747752497688
94.81033698917012,140.9432509913121,54.405882034941776,40.22437072223753,32.7566787083184
89.20201791439474,123.10158406779338,27.85677655436824,21.0,26.40075756488817
97.0051545022222,140.57738082636197,55.60575509783138,41.23105625617661,31.400636936215164
90.0,122.10241602851272,29.154759474226502,21.02379604162864,24.698178070456937
101.25709851659784,140.38874598770374,57.48912940721924,42.5205832509386,33.301651610693426
89.40357934669059,120.20399327809372,27.85677655436824,19.0,21.93171219946131
102.07840124139877,141.8731828077456,57.38466694161429,41.773197148410844,33.97057550292606
90.21086409075129,120.26637102698326,27.85677655436824,20.0,23.259406699226016
98.812954616285,142.67795905464865,58.728187440104094,41.773197148410844,33.421549934136806
89.20201791439474,119.26860441876563,27.313000567495326,19.0,21.95449840010015
98.812954616285,143.27944723511465,57.38466694161429,41.72529209005013,33.24154027718932
88.40814442120137,118.3427226321923,26.92582403567252,19.026297590440446,22.825424421026653
96.40020746865642,141.39660533407442,56.08029957123981,40.36087214122113,33.94112549695428
88.23831367382311,119.20570456148481,29.154759474226502,22.0,25.079872407968907
97.082439194738,140.40655255364686,56.639209034025185,41.72529209005013,34.713109915419565
88.09086218218096,119.33985084622823,30.675723300355934,23.021728866442675,26.832815729997478
90.91754506144565,138.32208789632983,52.32590180780452,38.28837943815329,32.449961479175904
90.78546139112804,121.2023102090055,31.622776601683793,24.0,28.231188426986208
77.89736837660179,137.78606605894515,51.22499389946279,37.21558813185679,32.31098884280702
89.9388681271896,122.14745187681976,33.24154027718932,25.019992006393608,29.154759474226502
77.78174593052023,136.56134152826706,47.01063709417264,35.35533905932738,31.622776601683793
90.52071586106685,122.10241602851272,36.138621999185304,27.018512172212592,31.016124838541646
77.89736837660179,135.5912976558599,47.16990566028302,36.05551275463989,33.13608305156178
90.52071586106685,122.14745187681976,33.95585369269929,26.076809620810597,31.38470965295043
77.33692520394123,134.39121995130486,48.54894437575342,35.4682957019364,34.23448553724738
89.1403387922662,122.10241602851272,34.713109915419565,26.076809620810597,31.78049716414141
78.60025445251433,132.4424403278647,46.87216658103186,33.83784863137726,33.06055050963308
93.60555539069249,123.0,36.6742416417845,28.071337695236398,33.24154027718932
82.68010643437755,132.1854757528224,45.221676218380054,32.31098884280702,33.24154027718932
93.08598175880189,123.03657992645927,37.33630940518894,30.265491900843113,36.24913792078372
85.47514258543241,132.9661611087573,46.32493928760188,33.83784863137726,35.12833614050059
94.30270409696638,122.40914998479485,36.49657518178932,29.068883707497267,34.539832078341085
88.14193099768123,132.19682295728592,46.87216658103186,31.622776601683793,34.058772731852805
94.33981132056604,123.0447073221762,37.48332962798263,30.066592756745816,38.27531841800928
90.24965373894794,131.5750736271882,44.10215414239989,31.622776601683793,32.01562118716424
94.02127418834527,123.62847568420473,37.33630940518894,30.14962686336267,38.27531841800928
87.92041856133307,129.4488315899375,42.720018726587654,31.32091952673165,34.0147027033899
93.47726996441435,123.5556554755791,37.48332962798263,30.066592756745816,37.64306044943742
89.8443097808648,128.15615474880636,42.43819034784589,31.622776601683793,34.0147027033899
93.91485505499116,123.97580409095961,39.45883931389772,31.016124838541646,38.600518131237564
89.28605714219886,128.03515142334936,40.22437072223753,31.622776601683793,34.0
93.47192091746055,123.2233744059949,38.63935817272331,31.016124838541646,38.3275357934736
91.44397191723465,127.91012469699183,42.20189569201838,33.24154027718932,34.132096331752024
92.13576938409967,123.0,37.656340767525464,32.0624390837628,39.56008088970496
92.19544457292888,128.35108102388543,42.20189569201838,34.539832078341085,35.22782990761707
93.91485505499116,124.19742348374221,39.6232255123179,32.0624390837628,40.52159917870962
91.98369420718001,129.25169244539896,42.80186911806539,33.61547262794322,35.12833614050059
93.47726996441435,123.97580409095961,39.81205847478876,33.06055050963308,41.7612260356422
92.57429448826494,128.82546332150332,42.01190307520001,32.202484376209235,33.24154027718932
92.17917335276988,124.53513560437472,41.0,34.0147027033899,44.9221548904324
88.84255736976509,130.14222988715076,42.80186911806539,31.38470965295043,34.23448553724738
92.78469701410896,125.13193037750197,40.26164427839479,34.0,39.293765408777
87.0976463516667,129.24782396620841,41.86884283091664,27.730849247724095,31.400636936215164
92.43916918709297,124.95199078045935,38.3275357934736,33.0,40.52159917870962
86.68333173107735,131.0953851209111,42.42640687119285,27.784887978899608,31.78049716414141
92.11405973031478,124.77980605851253,38.3275357934736,33.0,41.23105625617661
84.75848040166836,129.86531484580476,41.72529209005013,25.942243542145693,28.284271247461902
90.69729874698585,124.31009613060397,38.3275357934736,31.016124838541646,40.80441152620633
82.34682750416071,131.47243057006287,41.036569057366385,26.40075756488817,27.073972741361768
91.02197536858887,123.0447073221762,37.107950630558946,31.016124838541646,38.897300677553446
81.00617260431454,131.67383946707105,40.36087214122113,26.92582403567252,26.019223662515376
89.62700485902673,122.05326705991938,36.68787265568828,29.0,37.64306044943742
81.98780397107853,133.79461872586654,40.36087214122113,27.313000567495326,25.019992006393608
88.81441324469807,120.93386622447825,37.0,30.01666203960727,38.07886552931954
84.38009243891595,136.7040599250805,41.72529209005013,29.068883707497267,25.079872407968907
86.40023148117139,119.94165248152953,36.40054944640259,29.068883707497267,37.8549864614954
86.28441342444185,137.78606605894515,44.553338819890925,30.886890422961002,26.30589287593181
85.0,117.83462988442744,35.4682957019364,27.018512172212592,36.87817782917155
86.83893136145792,138.9280389266328,45.967379738244816,33.54101966249684,27.16615541441225
84.40379138403677,117.957619508025,35.11409973215888,28.0178514522438,37.107950630558946
88.81441324469807,140.7693148381422,48.16637831516918,35.510561809129406,28.160255680657446
84.62860036654276,116.1077086157504,34.539832078341085,26.076809620810597,36.87817782917155
86.21484790916237,139.46325680981354,49.51767361255979,35.84689665786984,28.861739379323623
84.62860036654276,116.2497311824849,35.4682957019364,26.076809620810597,35.90264614203248
88.48163651289458,138.351002887583,48.16637831516918,34.48187929913333,30.083217912982647
82.66196223173026,116.2497311824849,35.4682957019364,27.073972741361768,35.90264614203248
86.53323061113575,137.99275343292487,46.61544808322666,37.16180835212409,33.734255586866
85.14693182963201,116.55899793666725,35.4682957019364,27.073972741361768,37.107950630558946
84.72307831990054,135.07405376311175,45.48626166217664,36.76955262170047,35.35533905932738
86.28441342444185,117.71151175649729,37.0,29.017236257093817,37.107950630558946
86.76981041814025,133.5440002396214,45.221676218380054,36.40054944640259,38.3275357934736
87.66413177577246,117.88553770501282,37.94733192202055,31.016124838541646,36.87817782917155
86.00581375697809,130.38404810405297,44.10215414239989,36.40054944640259,41.43669871020132
88.50988645343524,118.69709347747316,37.64306044943742,30.0,38.3275357934736
85.61541917201598,129.4488315899375,45.48626166217664,37.33630940518894,44.28317965096906
89.88882021697692,120.66896867049125,36.40054944640259,29.0,38.600518131237564
85.44003745317531,127.22421153223941,45.221676218380054,35.4682957019364,43.289721643826724
90.7358804442873,120.66896867049125,36.138621999185304,28.0178514522438,37.64306044943742
84.50443775329198,125.15989773086265,45.803929962395145,34.539832078341085,43.18564576337837
92.11405973031478,122.64175471673585,37.107950630558946,30.01666203960727,39.56008088970496
84.11896337925236,122.00409829181969,44.40720662234904,35.11409973215888,43.104524124504614
92.9623579735368,124.61540835707277,37.107950630558946,29.017236257093817,38.600518131237564
83.81527307120105,122.7721466783081,43.60045871318328,34.17601498127012,43.18564576337837
93.81364506296512,125.76565508913791,37.8549864614954,30.01666203960727,38.897300677553446
83.5224520712844,120.93386622447825,44.204072210600685,33.61547262794322,42.190046219457976
95.524865872714,127.09838708654017,39.05124837953327,30.01666203960727,40.80441152620633
82.71033792700887,119.50732195141852,42.80186911806539,32.31098884280702,40.19950248448356
95.01578816175763,126.30122723077555,38.8329756778952,32.01562118716424,41.7612260356422
83.43260753446461,119.50732195141852,42.01190307520001,31.78049716414141,39.319206502675
95.38343671728336,126.90547663517127,39.293765408777,31.016124838541646,41.23105625617661
84.40379138403677,120.42009799032718,42.638011210655684,30.870698080866262,38.2099463490856
94.89467845985885,126.14673994994877,40.52159917870962,33.015148038438355,43.174066289845804
83.19855767980596,119.50732195141852,41.86884283091664,30.870698080866262,39.319206502675
95.77055915050303,125.63439019631528,40.80441152620633,34.058772731852805,43.93176527297759
84.64632301523794,120.42009799032718,41.23105625617661,30.463092423455635,38.2099463490856
93.05912099305473,124.66354719804824,40.52159917870962,33.015148038438355,42.95346318982906
84.64632301523794,119.9208072020865,40.607881008493905,31.78049716414141,39.319206502675
90.78546139112804,122.00409829181969,39.56008088970496,31.016124838541646,40.792156108742276
86.58521813797087,120.83045973594572,39.20459156782532,31.38470965295043,39.319206502675
90.80198235721508,121.56479753612885,39.84971769034255,32.0624390837628,40.792156108742276
86.12200647918046,122.57650672131263,40.45985664828782,30.870698080866262,39.319206502675
89.47066558375433,119.9208072020865,38.600518131237564,32.0624390837628,40.792156108742276
86.88498144098322,123.48279232346505,39.824615503479755,30.870698080866262,39.20459156782532
89.47066558375433,119.54915307102765,38.897300677553446,33.13608305156178,40.44749683231337
